score,content,English
2,"aplikasi nya bagus , tapi susah kalau mau log in lagi !!!!!!!!!!! diperbaiki dong boar ngga lemot terus gampang log in nya...!!!! kok erorr mluu yaaa tolong diperbaikin dong","the application is good, but it's hard to log in again!!!!!!!!!!! please fix it, it's not slow and it's easy to log in...!!!! why is the error so bad, please fix it"
3,eror mulu gemes:(((,error mulu gemes :((((
1,Parahhh. Buat login aja susah banget. Tolong diperbaiki!!!!!,bad. It's really hard to log in. Please fix!!!!!
2,Ini errornya sampai kapan ya? Mohon dipercepat,How long is this error? Please hurry
3,"Kok susah buat login ya sekarang, tolong di perbaiki dong. Terima kasih","How come it's hard to log in now, please fix it. Thank you"
3,"Gak bisa login terus, loading lama. Padahal pake koneksi WiFi","Can't log in continuously, long loading. Even though using a WiFi connection"
4,Sudah bagus.... Tapi tolong koleksi bukunya ditambah lagi.... Juga aplikasinya mohon diperbaiki kadang suka log-out sendiri...,"It's good.... But please add more book collections.... Also, please fix the application, sometimes I like to log out myself..."
1,Aplikasi sekelas nasional. Sering kebuka tutup sendiri.,National class application. Often opens and closes itself.
2,Tidak bisa login,Can not login
3,"Sering eror aplikasinnya tingkat kan lagi dong gmna ini katanya ingin mencerdaskan anak bangsa,tapi aplikasi eror","The application error often increases, how about this, they say, they want to educate the nation's children, but the application error"
5,Sering ngelag padahal suka sama apk ini. Semoga bisa lebih baik ke depannya.,Often lags even though I like this apk. Hopefully it will be better in the future.
1,ASLI LEMOT PARAH GAJELAS SUSAH BANGET BUAT LOG IN NYA BIKIN EMOSI!!! SEKALI NYA BISA LOG IN TIBA-TIBA KE LOG OUT SENDIRI ASLI GAJELAS PADAHAL INI APPLIKASI BAGUS TAPI SUSAH BUAT DIPAKAI!!,THE ORIGINAL IS SEVERE SLOWLY OUTSTANDING IT IS VERY DIFFICULT TO LOG IN TO MAKE AN EMOTION!!! ONCE YOU CAN LOG IN SUDDENLY TO THE OWN LOG OUT ORIGINALLY IS EASY BUT THIS IS A GOOD APPLICATION BUT HARD TO USE!!
5,Banyak referensi. Terbantu sekali,Lots of references. Very helpful
3,"Sejak terakhir trouble, memang cepat ditanggapi dan kembali seperti semula aplikasinya. Tapi entah kenapa setelah 2 bulan kembali eror lagi dan tidak bisa log in dan melihat katalog buku. Mohon bantuannya lagi.","Since the last trouble, it was quickly responded to and returned to its original application. But somehow after 2 months the error came back again and could not log in and view the book catalog. Please help again."
2,Mau nanya apakah apk ini berbayar?,Want to ask if this apk is paid?
2,Ini kenapa tolong kok ga bisa2 masuk yaa,"Why is this, please, why can't I enter?"
5,Sangat mmbantu ..trs semangat y,Very helpful..thanks y
1,"Sering timeout ga jelas, akun sering log out sendiri. Kalau masuk ke apk lama anjir, buang² waktu. Banyak bug juga. Sngat disayangkan apk punya pemerintah segini doang peformanya","Often timeouts are unclear, accounts often log out by themselves. If you enter an old apk, it's a waste of time. Lots of bugs too. It's a shame that the government's apk only works like this"
3,Tidak dapat dibuka setelah beberapa lama.,Unable to open after a while.
4,"Sangat membantu.. Tpi tolong aplikasinya lebih ditingkatkan lagi, krna akun masih sering keluar sendiri dan terkadang harus download ulang..","Very helpful.. But please improve the application even more, because the account still often logs out and sometimes has to be re-downloaded.."
5,Terbaik,Best
1,Mengapa tidak bisa digunakan sama sekali?,Why can't it be used at all?
2,tolong diperbaiki aplikasinya. akun tiba tiba kelogout dan saya coba buat relogin selalu gagal. 😟,please fix the application. the account suddenly logout and I try to make a relogin always fails. ️
3,"Log out sendiri, dan masuknya susah, plng tidak di perbaiki yg bagian itu","Log out yourself, and entry is difficult, please don't fix that part"
1,Kok aplikasinya log out2 terus ya ..?.. Terus juga kalo udah log in bukunya ndak bisa dipinjam.?,How come the application keeps logging out?
1,Ga bisa login,Can't login
1,"Fiturnya diperbaiki dong, mode tampilan baca pas diatur di mode gelap, malah tetap terang... Mohon ya diPerbaiki, thx.","The feature is fixed, please, when the reading display mode is set to dark mode, it's still bright... Please fix it, thx."
4,"Saya suka apk ini, banyak sekali novel bahkan referensi untuk tugas kuliah saya. Tapi, kenapa suka log out sendiri? Bahkan gak sekali dua kali, malahan sering log out sendiri. Temen saya juga mau log in gak bisa2. Mohon diperbaiki, apknya udh bagus, sayang sekali kalau apknya eror.","I like this apk, there are lots of novels and even references for my college assignments. But, why do you like to log out yourself? Not even once or twice, in fact often log out alone. My friend also wants to log in but can't. Please fix it, the apk is good, it's a shame if the apk error."
5,"Aplikasi yang sangat membantu saya untuk lebih sering membaca, terimakasih. Tolong untuk diperbaiki lagi, karena sering error.","Applications that really help me to read more often, thank you. Please fix it again, because there are often errors."
1,"aplikasi sering error gak jelas, dan juga susah buat login, Gmana mau ningkatin minat baca masyarakat +62 klo kyk gni","the application often has unclear errors, and it's also difficult to log in, how can you increase people's interest in reading +62 like this"
3,"Awal-awal lancar, tapi sekarang mulai error. Memuat ulang terus :( padahal lagi butuh.","It was smooth at first, but now it's starting to crash. Keeps reloading :( even though I need it."
3,Awal instal bisa login tapi pas keluar aplikasi logout sendiri.. pas login ulang ga bisa2 masuk .. hadehh..,"At the beginning of the installation, you can login but when you exit the application, you can logout yourself.. when you re-login, you can't enter.. hadehh.."
5,"Aplikasi ini keren banget, sangat membantu meningkatkan bacaan. Jadi uang buku bisa dipakai beli kebutuhan yg lain hehe. Saran saya min sediakan fitur untuk mencari halaman buku yg udah kita pinjam supaya ngk capek geser mulu. Soalnya kalau udh halaman 200 keatas capek amat gesernya. Semoga saran diindahkan.","This application is really cool, really helps improve reading. So the book money can be used to buy other necessities. My suggestion is to provide a feature to search for book pages that we have borrowed so that you don't get tired of sliding around. The problem is that if you are 200 pages and above, you are very tired of sliding. Hope the advice is heeded."
3,"apakah aplikasinya dlm tahap pengembangan, kok koneksinya ga stabil sm sering error gni ya","What are the implications in the development stage, how come the connection is not stable, Samsung often gets this error, huh?"
4,"Bagus siih, bisa baca buku gratis. Pilihan bukunya jg banyak. Tetapi aplikasi sering error, dan log out sendiri. Jadi harus login terus","It's good, you can read books for free. There are many choices of books. But the application often crashes, and logs out on its own. So you have to keep logging in"
3,"Bagus banget apknya, tp sering keluar sendiri. Males jadinya sampe beberapa kali sering banget saya instal ulang tp lama2 sayanya kesel","The apk is really good, but it often comes out on its own. I'm so lazy that I have reinstalled several times, but after a long time I get annoyed"
3,"Dari tampilan bagus, untuk koleksi bukunya mohon diperbanyak, seperti buku-buku sastra, filsafat, dll, juga mohon diperbaiki kesalahan yg masih ada, spt tbtb force stop, log out sendiri dan ketika mau log in lg kadang mesti harus di force stop terlebih dahulu aplikasi ini sehingga MENYULITKAN saya dan mungkin pengguna lainnya. Terimakasih","From a good appearance, please increase the collection of books, such as literature, philosophy, etc., also please correct any errors that still exist, such as force stop tbtb, log out yourself and when you want to log in again sometimes you have to force stop first this application so DIFFICULT me and maybe other users. Thank you"
3,"Applikasinya sangat bermanfaat, dengan menyediakan E-book sesuai kategori yang kita ingin baca, tapi sistem applikasi perlu ditingkatkan, user akun saya sering keluar sendiri setelah itu jika login menggunakan password,email yang telah terdaftar, ataupun facebook tidak bisa login.","The application is very useful, by providing E-books according to the category we want to read, but the application system needs to be improved, my user account often logs out after that if I log in using a password, registered email, or Facebook I can't login."
4,Suka sekali sama aplikasi ini. Koleksi bukunya banyak dan bisa baca di mana-mana. Tapi sayang akhir-akhir ini sering logout dan unknown error. Semoga bisa lebih baik lagi Ipusnas. Keren sekali soalnya :),Really like this application. The collection of books is large and can be read everywhere. But unfortunately lately it's often logout and unknown errors. Hopefully Ipusnas can do better. It's so cool :)
5,Bantu banget buat referensi tugas-tugas,Very helpful for reference assignments
2,"Pertama kali download biasa-biasa saja,tapi kelama-lamaan sering kali error terutama saat error gagal connet. Tolong segera diperbaiki!!!","The first time the download was mediocre, but over time there were often errors, especially when the error failed to connect. Please fix it soon!!!"
2,"Rate nya sementara segini ya. Soalnya masih bnyk kekurangan, diantaranya: 1. Sering logout sendiri dan masih susah masuk lagi 2. Kadang buku suka ke hilang dari rak. Dan itu membuat lama kita nyari2 buku lagi. 3. Tampilannya masih terbilang menjenuhkan. Kalau mau dibuat elegan mungkin bisa referensi google book atau semecamnya. Tapi alhmdulillah saya masih setia untuk bersama ipusnas, soalnya dg demikian semoga ipusnas bisa lebih berkembang ya. Semangaat","The rate is for now, yes. The problem is that there are still many shortcomings, including: 1. Often logs out by yourself and is still difficult to enter again 2. Sometimes books like to disappear from the shelves. And it took us a long time to find books again. 3. The appearance is still fairly boring. If you want to make it elegant, maybe you can reference a google book or something. But thank God, I am still loyal to Ipusnas, because that way I hope that Ipusnas can develop more. cheers"
2,"Masyallah kadang eror kadang tidak, login sulit, apakah faktor ingin berpindah ke kalimantan juga?","Mashallah, sometimes there are errors, sometimes not, logging in is difficult, is the factor wanting to move to Kalimantan too?"
5,Sangat membantu dalam kehidupan sehari hari,Very helpful in daily life
5,"Berterimakasih kpd aplikasi ini, bisa menabah wawasan utk mengembangkan pengetahuan didunia pendidikan.","Thanks to this application, it can add insight to develop knowledge in the world of education."
3,"Sering eror masalah jaringan, padahal jaringan stabil","Frequent network errors, even though the network is stable"
5,"Aplikasinya sangat membantu, tapi ada beberapa buku yang tidak ada salinannya padahal yang meminjam tidak ada.","The application is very helpful, but there are some books that do not have a copy even though there are no borrowed ones."
5,Ok.. Coba dulu saya,Ok.. Try me first
3,Saya merasa terbantu dgn aplikasi ini. Tapi dr segi grafis dan kemudahan pengunaany perlu banyak diperbaiki. Saya jg blm menjumpai adanya panduan bagi pengguna awam. Jika tampilan dan grafisny bisa lbh diperbaiki saya rasa app ini akan sangat mendukung majunya literasi Indonesia. Salam Literasi,"I feel helped by this application. But in terms of graphics and ease of use need a lot of improvement. I also haven't found a manual for lay users. If the display and graphics can be improved, I think this app will really support the advancement of Indonesian literacy. Greetings Literacy"
3,Akhir-akhir ini tidak bisa log in. Sering log out sendiri,Recently can't log in. Often logs out alone
5,Saya sangat mendukung dengan adanya aplikasi ini. Semoga bisa meningkatkan minat baca kaum muda yang biasanya lebih senang pegang gadget ketimbang pegang buku.,I really support this application. Hopefully it can increase the reading interest of young people who usually prefer to hold gadgets than holding books.
4,Lagi eror skrg ya.. overall bagus. Tinggal agak diperlama aja masa pinjamnya. Jangan 3 hari banget gitu,There's an error now... overall it's good. It's just a matter of extending the loan period. Don't be like that for 3 days
3,"Ini gmna sii mau download koneksi server terputus muluu, koneksiku tuh stabill. Ini yg bkin app niat ga sii","How do you want to download, the server connection is disconnected, my connection is stable. This is what makes the app the intention or not"
1,"Ini kami install di xiaomi note7 muncul unknown error dan aplikasi tidak bisa, admin mohon di perbaiki.","We installed this on the xiaomi note7, an unknown error appeared and the application couldn't, admin, please fix it."
3,"Bagus, buku ny gratis smw dan lumayan banyak. Tp sayang aplikasi sering eror, kadang setiap mau buka app nya harus login trs dan kdg login ny susah. Trs kalo mau pinjam buku kdg eror jg. Tlg di fix in . Trims","Good, the books are free and quite a lot. But unfortunately the application often crashes, sometimes every time you want to open the app you have to log in and sometimes it's difficult to login. Then, if you want to borrow a book, there is an error too. Pls fix in. thanks"
3,Suka error dan buku yang sudah dipinjam tiba tiba hilang. Akun suka keluar sendiri.,Like errors and books that have been borrowed suddenly disappear. Account likes to go out on its own.
1,Apaan... Aplikasi Nasional kok gini... Gak berkualitas.. Error mulu... Perbaikin dong woyy.,"What the hell... How come this National Application... Not good quality... Errors... Just fix it, wow."
3,Tolong server nya di tingkatkan,Please improve the server
3,Perjanjian lisensinya gak padat dan kurang rapih. Coba pertimbangkan identitas pribadi user.,The license agreement is not solid and not neat. Try to consider the user's personal identity.
1,kok ga bisa d buka ya ipusnas nya knpaaa ya?,"why can't it be opened, why is Ipusnas?"
4,"Aplikasinya bagus. Sungguh membantu. Sayangnya enggak ada fitur untuk menambahkan buku untuk dibaca nanti. Jadi kalau kita ketemu buku yang bagus, tapi enggak bisa dibaca saat itu, jadinya kita harus cari-cari buku itu lagi","The app is good. Really helpful. Unfortunately there is no feature to add books to read later. So if we find a good book, but we can't read it at that time, then we have to look for that book again"
2,ipusnasnya sering eror gitu. trus tidak bisa buka buku yng udah di pinjam .agak kecewa dengan aplikasinya.,ipusnas often has errors like that. Then I can't open the book I've borrowed. I'm a bit disappointed with the application.
5,"saya merasa, masih banyak buku yg belum ada di ipusnas ini, jadi saya berharap untuk developer aplikasi ini untuk menambah katalog2 buku nya agar semua dapat membaca dengan mudah di aplikasi ini","I feel, there are still many books that are not yet in this National Library of Indonesia, so I hope for the developers of this application to add to their catalogs of books so that everyone can read easily in this application."
5,"haduuh kenapa aplikasi sering eror n ter log out otomatis, dan buku yg sdh di pinjam tidak ada, tolong d tindak lanjut, apa tidak ada pencerahan apa ya , begini terus aplikasi nya error mulu :(","Oops, why does the application often error and logout automatically, and the book that has been borrowed is not there, please follow up, is there no enlightenment, this is how the application keeps getting errors :("
2,sering tiba tiba tidak bisa meminjam buku. harus login lagi tapi malah gak bisa login,often suddenly can not borrow books. I have to log in again but I can't even log in
4,"Sering eror, tiba2 log out sendiri,, Semoga lebih ditingkatkan!!","Frequent errors, suddenly logs out by yourself,, Hopefully it can be improved!!"
5,Terimakasih sangat bermanfaat 👍,Thank you very useful 👍
4,"Saya senang dengan adanya app iPusnas ini saya akhirnya bisa membaca buku yang ada di list baca saya. Beberapa bulan lalu saya mendownload aplikasi ini, namun karena sering ngelag akhirnya saya uninstall, alhamdulillah sekarang sudah jarang ngelag. Selain itu, saya berharap untuk update selanjutnya mungkin bisa ditambahkan fitur untuk mengarsipkan buku yang ingin dibaca, karena kadang saya ingin menyimpan dulu buku tersebut lalu meminjamnya kemudian hari. Terima kasih.","I am happy with the iPusnas app, I can finally read the books on my reading list. A few months ago I downloaded this application, but because it often lags I finally uninstalled it, thank God now it rarely lags. Besides that, I hope that in the next update maybe a feature can be added to archive books that I want to read, because sometimes I want to save the book first and then borrow it later. Thank you"
3,Kurang lengkap,Less complete
4,"Terlalu sering log out, waktu mau login lagi tidak bisa","Log out too often, when I want to log in again I can't"
2,Ipusnas kenapa ya??? Kok gak bisa pinjam buku....,Ipusnas why huh??? Why can't I borrow a book?
4,Its fun and important so i recoment you to download this app,It's fun and important so I recommend you to download this app
1,"Aplikasinya nggak bisa digunain, mau baca harus login dulu. Pas login udah masukin user sama pass malah pas dipencet selanjutnya nggak mroses sama sekali. Sekalinya mroses eh malah eror...","The application can't be used, if you want to read it, you have to log in first. When I login, I have entered the user and the pass, even when I press the next button, it doesn't process at all. Once it's mrose, it's even an error..."
5,lebih mudah baca buku dgn ipusnas..,easier to read books with ipusnas..
3,Apakah satu akun tidak bisa log in di dua tempat? (PC dan HP) kadang suka ter log out sendiri. Semoga segera diperbaiki.,Can one account not log in in two places? (PC and HP) sometimes like to log out by themselves. Hopefully it will be fixed soon.
3,"Mohon ipusnas perbaiki lagi app ini. Dalam seminggu itu pasti ada problem loading page. Minta login mulu. Udah login, eh gak masuk2 k halaman utama. Jgn koleksi buku aja yg ditambah","Ipusnas please fix this app again. In that week there must be a problem loading the page. Ask to log in first. Already logged in, eh, I don't go to the main page. Don't just add a collection of books"
3,Error ya gak bisa login heran padahal lagi butuh bukunya,"Error, I can't login, I'm surprised that I still need the book"
4,"Mnta tlong bukunya ditambahkan lagi, dan juga ini saya banyak nemu buku buku yang malah tidak bisa dipinjam, jumlah Salinannya juga 0, ini mksdnya apa ya, klau memang tidak bisa di pinjam mending di hilangkan aja di daftar, kasihan kan orang yang butuh bukunya ternyata malah gak bisa minjam rasa kena PHP. Terimakasih","Please add more books, and I also found a lot of books that can't even be borrowed, the number of copies is also 0, what's the format of this, if it can't be borrowed, it's better to just delete it from the list, it's a pity for people who need the book, it turns out I can't even borrow the feeling of being hit by PHP. Thank you"
1,"Aplikasi sering eror, buku yang dipinjam sering hilang tiba-tiba. Kadang log in susah","Applications often crash, borrowed books often disappear suddenly. Sometimes it's hard to log in"
1,Error mulu dan login ulang tapi RTO mulu,First error and re-login but still RTO
5,Perlu ditambahkan lagi koleksi buku2 terbaru nya.,Need to add more to his collection of new books.
5,Server maintenance? Dari kemaren saya mau minjem buku tapi kok server mt?,Server maintenance? Since yesterday I wanted to borrow a book but how come the mt server?
5,Yuhuu,Yuhuu
1,Udah lama nggak bisa pinjam buku.Server lagi maintenance ya min?,"I haven't been able to borrow books for a long time. The server is under maintenance, isn't it, min?"
2,"Sebenarnya saya suka dengan ipusnas, namun ipusnas sering log out sendiri dan terkadang susah buat log in nya. Tolong diperbaiki lagi yaa. Semangat kakaaaak :)","Actually I like ipusnas, but ipusnas often logs out by itself and sometimes it's hard to log in. Please fix it again. Cheers bro :)"
3,sering eror jdi kurang enak makai nya tolong dong admin diperbaiki,"Errors often make it uncomfortable to use, please admin, fix it"
4,"bagus baget cuma sering gangguan, tolong perbaikin dong min, biar sesuai selogan mecerdaskan bangsa","it's really good, it's just frequent disturbances, please fix it, min, so that it fits the slogan of educating the nation"
5,"buku baru dipinjam/download pagi,siangnya hilang...jadi harus download lagi.. mohon diperbaiki aplikasinya..","new book borrowed/downloaded in the morning, lost in the afternoon...so you have to download it again...please fix the application.."
4,Kenapa ya tadi baru buka app nya terus langsung ke log out sendiri tiba tiba. Kan jadi bingung. Pas mau baca buku yang udah dipinjem kemarin. Mohon untuk perbaikannya ya terima kasih.,"Why did you just open the app and then immediately log out yourself suddenly. So confused. When I want to read the book I borrowed yesterday. Please fix it, thank you."
5,"allhamdulilah ketemu app ini, saya baru tau app ini karena lihat talkshow najwa shihab rekomendasiin membaca dg ponsel di perpustakaan online, jd untung banget buat saya yg jauh dari perpustakaan","Thank God I found this app, I just found out what it is because I saw Najwa Shihab's talk show recommending reading with a cellphone in an online library, so it's really lucky for me who is far from the library"
4,sangat membantu,very helpful
3,"Ayolah, server maintenance tiba-tiba tanpa jadwal, pinjam buku malah crashed. Aplikasi ini butuh perbaikan.","Come on, server maintenance suddenly without a schedule, borrowed books even crashed. This app needs improvement."
2,"halo ipusnas, kenapa saya gabisa pinjem buku ya? maintenance terus... udah login, stok juga ada..","hello ipusnas, why can't i borrow books? maintenance continues... already logged in, stock is also available.."
5,"sukaaa, akhirnya ada aplikasi yang kaya gini, bisa dibaca pas luang, cuma masih ada buku yg ga bisa di baca","I like it, finally there is an application like this, you can read it when you have free time, but there are still books that you can't read"
5,Sangat bagus,Very good
4,"aplikasi yang sangat bermanfaat bagi yang suka baca/nyari buku/referensi. tolong buku-buku Pram ditambahkan, Bumi Manusia, Perburuan, Arus Balik, dll. Trims","a very useful application for those who like to read/find books/references. please add Pram's books, Earth of Mankind, Hunting, Reverse Flow, etc. thanks"
4,"bagus. tapi suka log out sendiri pas lagi baca. tolong diperbaiki, agar masyarakat Indonesia jadi lebih mudah dan senang membaca literasi.","good. but I like to log out myself when I'm reading. please fix it, so that it will be easier for Indonesian people and happy to read literacy."
4,"mohon di perbaiki ya tim ipusnas,,karna sering log out sendiri, trus pas mau log in lagi susah","Please fix the Ipusnas orphan, because you often log out yourself, then when you want to log in it's difficult"
5,kenapa enggak dari kemarin saya cari yah nyesel deh tak otak atik aplikasi store sekolah udah kelar baru deh ada nampak aplikasi ini,"Why haven't I been looking for it since yesterday, I'm sorry, I didn't think about the school store application, it's finished, then I see this application"
5,Mantul... Dengan aplikasi ini saya bisa baca buku-buku bagus yang ada di toko buku ternama,Great... With this application I can read good books in well-known bookstores
5,Bagus dan sangat bermanfaat,Nice and very useful
3,"kenapa selalu ngga bisa logout sendiri, dan susah untuk masuknya ,","why can't I log out myself, and it's hard to log in,"
3,"Sering log out sendiri, dan pas mau log in susah sekali. Semoga bisa berbenah.","I often log out myself, and when I want to log in it's very difficult. Hopefully it can be corrected."
5,"Aplikasi yang bagus. Mendukung semua orang agar gemar membaca. Dengan cara praktis kita bisa membaca dimana saja, kapan saja","Nice app. Support everyone to love reading. In a practical way we can read anywhere, anytime"
5,"Bagus, dilengkapi lagi ya buku2nya terutama novel2 terjemahannya!😘😍","It's good, it's complemented by the books, especially the translated novels!😘😍"
3,keseringan error,error frequency
5,"Saya mau kasi saran. Untuk update berikutnya tolong diadakan fitur scroll cepat ya (Seperti di iJak dan pembaca ebook lainnya). Karena ketika masa pinjamnya habis, dan saya coba pinjam dan download lagi, saya harus scroll satu persatu hingga halaman terakhir saya membaca. Bayangkan saya menggulir 600 halaman secara satu persatu yg memakan waktu hingga 2 menit. Tolong di pertimbangkan. Terima Kasih :)","I want to give advice. For the next update, please provide a fast scrolling feature (like in iJak and other ebook readers). Because when the loan period runs out, and I try to borrow and download again, I have to scroll one by one until the last page I read. Imagine I scroll through 600 pages one by one which takes up to 2 minutes. Please consider. Thanks :)"
5,bagus sekali,very good
5,sip,OK
5,sangat membantu,very helpful
1,setiap membuka aplikasi harus login dulu. dan susah loginnya apa itu pake data atau wifi tetap aja loading loginnya lama sekali dan kalau login dengan akun email kata sandi salah terus padahal betul kok tolong perbarui lagi aplikasi ini karna aplikasi ini bermanfaat banyak buku buku yang kadang kita cari di toko atau perpustakaan tidak ada,"every time you open the application you have to login first. and it's difficult to log in, whether it's using data or wifi, it still takes a long time to load, and if you log in with an email account, the password keeps getting wrong even though it's true, please update this application again because this application is useful, many books that we sometimes look for in stores or libraries don't exist"
4,"tolong diperbaiki min, suka log out sendiri","please fix it min, like to log out yourself"
5,"Buat login susah banget , mohon review ditindak lanjuti , bukan dibiarkan jadi pajangan aja , salam literasi","It's really difficult to log in, please follow up on the review, don't let it just be a display, greetings literacy"
5,"Terbaik. Terimakasih atas aplikasi yang sangat bermanfaat ini, in syaa Allah dibalas semua kebaikan.","Best. Thank you for this very useful application, God willing, all goodness will be rewarded."
1,sering error,frequent errors
1,aplikasi nya berat banget dan super lemot bagaimana cara ank-ank bisa blajar kalau begini. hp yg super kencang kayak punyaku ajah ngak kuat buka aplikasinya apalagi hp yg biasa,"the application is very heavy and super slow how do kids learn like this. A super fast cellphone like mine can't even open the application, let alone a normal cellphone"
5,"Waahh 😍😍😍😍, mantap kali lah, i like.... thank you so much 😘😘😘","Waahh 😍😍😍😍, it's great, I like.... thank you so much"
5,"semakin bagus, lebih di lengkapi lagi","the better, the more complete"
3,"Sangat susah untuk login dan koleksi bukunya kurang lengkap, mohon diperbaiki lagi.","It's very difficult to log in and the book collection is incomplete, please fix it again."
3,aplikasi yang bagus dan bermanfaat tetapi aplikasinya suka log out sendiri apalagi log innya lama,a good and useful application but the application likes to log out by itself let alone log in for a long time
2,"aplikasi bagus, seringkali dimudahkan baca buku gratis tapi masih suka eror. dibenerin dong","good application, it is often easier to read free books but still error. fix it dong"
4,tolong dioercepat loadingnya,please speed up the loading
4,Menurut saya sudah bagus karena bukunya lumayan banyak. Namun alangkah baiknya jika untuk buku yang terkenal atau buku yang paling di minati di perbayak supaya tidak mengantri lama dalam peminjam buku.,"I think it's good because there are quite a lot of books. However, it would be nice if the famous books or books that are most interested in are reproduced so that they don't have to wait in long queues for book borrowers."
5,mantapp,steady
1,"bagaimana mau revolusi mental kalau aplikasi nya lebih goblok login nya susah, masa jaringan sekelas WiFi koneksi dibilangnya lage error. tolonglah diperbaiki lage ini sangat membantu tapi kalo error mulu ya susahlah","how do you want a mental revolution if the application is more stupid, login is difficult, when a network class WiFi connection is said to be a lag error. please fix this, this is very helpful, but if it's an error, it's hard"
3,"kasih bintang tiga dulu ya, ini aplikasi nya banyak ebook gratis kaga ya ,kalo ada kasih 5 bintang ya","Give three stars first, yes, this application has a lot of free ebooks, right, if there is, give it 5 stars"
3,"ini aplikasi bagus si, bukunya lumayan lengkap juga. tapi beberapa hari ini error terus. masuk ke app nya aja susah, suka ke log out, dan susah untuk log in. tolong diperbaiki yaa","This is a good application, the book is quite complete too. but a few days the error continues. It's hard to get into the app, I like to log out, and it's hard to log in. please fix it"
2,"Login nya susah, pas udah login, log out sendiri hmm, mohon bantuannya","It's difficult to login, when you're logged in, you're logging out yourself, hmm, please help"
1,ga bisa masuk,can't enter
3,"ipusnas lagi ngeselin banget, sering log out sendiri, gak bisa buka buku yg udah di pinjam. tiap mau klik buku yg udah di pinjam pasti langsung log out. tolong di perbaiki dong....","Ipusnas is really annoying, often logs out by myself, can't open books that have been borrowed. every time you click on a book that has been borrowed, you will immediately log out. please fix it...."
3,mengapa akhir2 ini aplikasinya error sya jd nggak bs baca buku lagi di ipusnas tolong dong diperbaiki,"why lately the application has been wrong, so I can't read books anymore on ipusnas, please fix it"
4,"Yaampuun, gatau deh apa cuma aku yang ngalamin atau yang lainnya juga ngalamin kek gini, iPusnas tbtblog out sendiri, gak cuma sekali malah. Terus mau log in lagi susah banget, belum sampe dibaca bukunya tbtb terhenti sendiri. Agak sebel jadinya, tapi yawdadeh semoga kedepannya Ipusnas makin lebih baik ya, biar yang pake juga enjoyyy gituuu. Sukses buat Ipusnas kedepannya yaa","Well, I don't know if I'm the only one who has experienced this or others also have this problem, iPusnas tbtblog out itself, not just once. It's really hard to log in again, I haven't read the book, but it stops by itself. It's a bit annoying, but I hope that in the future Ipusnas will be even better, so that those who use it will enjoy it too. Good luck for Ipusnas in the future"
1,eror muluk,grandiose error
3,"aplikasi nya udah bagus ,, cuma ada beberapa kendala. seperti sulit untuk bookmark buku, jadi kalo mau lanjut baca harus balik lagi ke awal dulu. trus fungsi tombol titik tiga di pojok kanan ga bisa d pake, trus panel kalo lagi baca itu ngeganggu . tiba tiba muncul, tiba tiba ngilang . jadi sulit untuk fokus . mohon perbaikannya","The application is good, but there are a few problems. It's like it's hard to bookmark a book, so if you want to continue reading, you have to go back to the beginning. then the function of the three-dot button in the right corner can't be used, then the panel when you're reading is annoying. suddenly appeared, suddenly disappeared. so hard to focus. please fix"
3,Kapan Aplikasi nya d perbaiki dan d upgrade min??,"When will the application be repaired and upgraded, min??"
1,kecewa gak pernah ada perbaikan cuma iya iya aja tolong di update masak mau baca buku aja susah,"disappointed that there has never been an improvement, just yes, yes, please update it, it's hard to even read a book"
5,mantul,Really good
1,setiap mau login via Facebook selalu error -_-,every time I want to log in via Facebook always error -_-
1,tolong perbaikin min soal nya login selalu gak masuk,"Please fix it, min, because I always don't log in"
2,"habis login , trs ganti buka aplikasi lain . mau baca buku yg kupinjam eh kok hrs login lagi,payah nih","after logging in, then change to open another application. I want to read the book I borrowed, why do I have to log in again, it's too bad"
4,"Bagus deh saya suka banget. tapi keseringan ngebug, out of network dan log out sendiri. untuk loginnya pun kaadang susah. agak disayangkan ya, padahal kalau lancar pasti peminatnya banyak","It's good I really like it. but often bugged, out of network and logged out by myself. sometimes it's hard to log in. It's a bit of a pity, even though if it goes smoothly, there will be a lot of fans"
3,Banyak bug seperti cover buku berbeda saat scrool serta sering logout sendiri,Many bugs such as different book covers when scrolling and often logging out on their own
1,"saya kok g bsa download buku?, setiap download ada tulisan anda tdk punya hold item","how come I can't download the book?, every download it says you don't have a hold item"
2,"akun saya suka ke log out sendiri. terus aplikasinya kadang error gitu, padahal sinyalnya udah bagus. udah berulang ulang direfresh tapi tetep aja gitu. mohon diperbaiki lagi","my account likes to log out on its own. then the application sometimes errors, even though the signal is already good. It's been refreshed several times but it's still the same. please fix again"
5,"aku kecewa, kenapa sering banget tiba-tiba aku harus daftar ulang, padahal udah daftar dr kemarin-kemarin. Sayang banget, padahal ini bagus","I'm disappointed, why do I suddenly have to re-register, even though I've registered yesterday. It's a shame, but it's good"
3,sering log out sendiri dan susah untuk log in,often log out alone and it's hard to log in
1,kok ngk bisa long in,why can't log in
4,"sangat membantu dan saya sangat senang ada ebook gratis, dan fleksibel bsa baca dimanapun dan kapanpun. minus nya sring kendala log out dan susah untk log in lagi. dan akhirnya saya redownld app nya","very helpful and I am very happy that there is a free, flexible ebook that can be read anywhere and anytime. the minus is often having trouble logging out and it's hard to log in again. and finally i redownld the app"
