comment,label
the benefits of a large collection of capital market business books thank you,positive
easy simple free complete basic items read the national digital library page borrow and read android only online only literacy thanks to easy technology,positive
try downloading according to the cool Ipusnas comments,positive
sorry free reading books,positive
healthy midwife book collection thank you,positive
good like logging out and borrowing is hard,positive
help find more loan term reading,positive
like its easy to find translated novels write write know,positive
cool application helps library access area,positive
reading interest level,positive
reading spirit,positive
flower benefits,positive
useful,positive
happy good application the system is looking for good books sometimes the signal lot of the net is fast the service upgrades appreciation for the successful application of ipusnas,positive
I like the application the application is good the application is slow the process is sometimes the application,positive
read the earth the sun the stars free of charge ads the app recommendation must download the complete Tere Liye comet,positive
help write a script,positive
error logout name borrow list ebook solution,negative
cool open the application you have to load suggestions add references to accreditation journals books minor publications translate collections of literature select cases issue request for vegetarian books thank ipusnas,positive
Sorry searching for books rope one a plan for thesis material appears,negative
good good like it,positive
smart nation logs in to porn sites easily compared to severe pusnas,positive
benefits thank you for the application its hard to find reading material great references,positive
good read where,positive
cool ipusnas read just choose a book,positive
ok help,positive
pretty good,positive
use ipusnas uninstall the application open it uninstall it download it ok,positive
the national library application is happy to read read the quality of the test,positive
kkpk books many books kkpk sliding sideways difficult questions aside suggestions for loading like ipusnas kkpk books good buying books borrowing ipusnas books ipusnas really helpful sorry for comments thank you for reading,positive
app crash community student literacy rate benefits,negative
Ipusnas is motivated to read books ready to withdraw suggestions for philosophy books add borrowing queue mhehehe,positive
the benefits of looking for appear looking for easy charcoal find a collection of favorite writing many collections thank you edit borrow book error,positive
registration help,positive
its good to read books look for books the key results help thank you,positive
Ipusnas advice after borrowing a book you need an easy search,positive
good support the Indonesian literacy movement suggestions for a large collection of serial books sometimes the account is logged out of borrowed books show the reading page the search box sometimes error tunu the result of the title of the book type borrow responsive application record achieve accurate complete mission status count thank you,positive
whats app error,negative
full book of benefits,positive
good book login with email,positive
nice ipusnas app,positive
thank you for the thrifty application buy books read books difficult to find success,positive
Application innovation for peoples reading interest level,positive
Applications help complete book collections by Pramoedya Ananta Toer,positive
better collection of books many books religious books supporting books for lectures,positive
help find assignment materials thank you apk,positive
application to help the nations intelligent life,positive
nice to add to the collection of books by the poet the name of Taufiq Ismail novelist NH Pramoedya to the collection of translated literature to add insightful works by Suma write thank you,positive
cool the bug is back the harlequin novel fails the book quickly fixes it overall ipusnas recommended application,positive
sorry ipusnas error response thank you,negative
book rpp borrow notebook catalog error,negative
thank you ipusnas jaya,positive
Im happy to borrow a book a complete book suggestion a little looking for a book I found it,positive
steady Indonesian people are active in reading,positive
stars like new religious collections its hard to find books write names find book meetings suggestions features list published find books write names read easy comfortable borrow books,positive
search write update nice app,positive
easy read cellphone battery quota,positive
good application the book is troublesome,negative
a complete book about Islamic economics thank you,positive
give a star try the benefit application thank you,positive
brilliant idea invite people to read,positive
Ipusnas the level of enthusiasm for reading the campus library references to scientific works,positive
thank you ipusnas app helps to increase awareness suggestions for many books,positive
error borrowing open books,negative
useful app,positive
Thank you for the application the National Library of Indonesia is stuck thanks to the application to help find the core book for compiling a thesis,positive
pretty good app open force close book,positive
love reading app,positive
thank you application help thank you,positive
help find inspiration bother borrowing books to read,positive
good application for earth literacy helps remote areas access books ready thank you,positive
like to help read online for free add a night mode feature add a collection of novels novels,positive
like the application its hard to find books read pretty cool features the category of many children and adults,positive
thank you for the hobby of reading books reading apps,positive
sorry search feature write name title online pussy great great book update help add knowledge money buy pus success Ipusnas success generation of Indonesian generations read,positive
good read good complicated application top,positive
Pusnas application helps easily find books,positive
good application to read books borrowed star school,positive
likes to help college,positive
the application is suitable for the pleasure of literature confused about borrowing a book,positive
practically like,positive
sad update searching base name write back,negative
borrow the error light book,negative
borrow a good error notification book,positive
read quality books thank you ipusnas team,positive
login to read a good book,positive
useful application teach love application of several books search available applications availability of useful books,positive
logout itself looks like a bug,positive
cool please add to the collection of books you are interested in reading,positive
help find reference sources for assignment books,positive
happy ipusnas confused looking for a book,positive
likes to borrow books loading download net,positive
love the easy book reading application request a book from the laura ingals wilder series,positive
Its cool borrowing a digital book violates copyright both books open errors,negative
looks good try it,positive
happy the application is lacking thank you ipusnas,positive
complete help,positive
good I like the app suggestions for many textbooks support for thesis statistical methodology books thank you,positive
try to enter the password join the library valid password online member list National Library of Indonesia password still reading books ready for confirmation,positive
cool smart add book collection,positive
like the application thank you use it close the lot reregister sometimes open reinstall borrow open books,positive
upgrading is sometimes difficult to upgrade well,negative
thank you for the good reference,positive
help with Japanese books thank you,positive
good application sentence,positive
good upgrade seach name charcoal good upgrade new version basic seach mama charcoal now ttt,positive
good complete copy the book queue copy the mood read control read Ipusnas thank you for the quality book,positive
top cool app,positive
Im happy to find a complete book collection application the genre is the book the quality appears the application is good reads the book is satisfied complicated suitable its easy to read a pocket book drained,positive
brown novel complete,positive
open book activity notification ready to help,positive
the benefits of good job books,positive
healthy management book collection,positive
good application read likes error download book open next good,positive
said the flower was done pay attention to measure the main file quality thank you literacy,positive
book ready level textbook thank you,positive
the ipusnas app is easy to read thanks ipusnas,positive
please help me a thin bag thank you ipusnas,positive
read books you have to buy steel download cool applications read free legal books thank you Ipusnas the collection is more successful,positive
good net facebook login good loading,positive
good easy to read books borrow books,positive
the benefit of the nations continuous generation,positive
Thank you Ipusnas practical benefits complete book collection plus translated books thank you,positive
Thank you Iperpusnas is happy reading application easy access borrow books add book collections,positive
benefits of reading books,positive
application for book suggestions according to book category according to category recipe book novel novel country country many magazines,positive
ok upgrade error,negative
the book is ready the sample book is researched by Prof Suharsimi Arikunto ready again looking for an application help thank you Ipusnas,positive
better than basic popular books,positive
Its difficult to answer an independent Indonesian history book,negative
I used to use normal Ipusnas notebooks stopped opening PC downloads damaged saved bad laptops apps,negative
good application for completing college assignments large collection of books,positive
sutasoma palmri error,negative
please download fast,positive
enter the book of tips for successful coral hydroponics ir yos sutiyoso,positive
unknown try uninstall reinstall help,positive
log in book ready to borrow,positive
used login failed to load,negative
easy error stop,negative
its good to find sources of literature read because of book collections suggestions for collections many borrowing days book limits,positive
appear pull the book download online offline thank you,positive
ipusnas can fencing advertising is ipusnas successful,positive
good book looking for material thank,positive
nice wishlist feature,positive
sorry borrowing the stepbystep book the response file appears,negative
read login login using the response email then try logging in using facebook wait wait for the hour tell me to wait why the hell,negative
oliver twist book download download error force close,negative
permission to download thank you,positive
good level of public interest in reading lots of imported books choose recommendations for popular books of the week popular books popular books google play books become a good example of ipusnas,positive
crazy benefits,positive
get a great response read a book just open the ipusnas application just borrow it download it read top,positive
finding student textbooks is difficult to find student books available search icon,negative
good forgot password login via facebook,positive
love the application search for books kebel borrow books books good books,positive
Lecturer suggestions for great apps to use,positive
read the story go dwitasari borrow error notification ipusnas stop repeat appears open book tanggulang read book thank you,negative
force close application complete books free application suitable for increasing interest in reading for the people belonging to hardtoaccess bookstores close to reach large stock of books,positive
complete apk error,negative
complete sometimes like to search,positive
obviously the minimum specifications for android hardware os are running ipusnas thank you,positive
good book teacher you know,positive
good level of application quality search features find charcoal book titles thank you,positive
growing interest in reading,positive
write hard to read choose large letters easy to read,positive
fantasy novel download download alamut city ashes circle good copy and borrow,positive
search write meet error,negative
less examples dont look for names write credit books no good feature activities appear,positive
good but hard to read,positive
choose the category you like,positive
tired of playing mobile legends bored of reading ipusnas,negative
thank you library service,positive
I like the book reading application its complicated to search using the name charcoal the title of the book is a large collection of books,positive
good search for results,positive
book collection is decent hope sometimes the book fails to borrow failed circle dave eggers is good failed to read failed download note thank you for the response open the book circle book,negative
digital library easy access to reading materials wide range of problems good version menu button email registration you must try to login a registration form appears a registration button appears for convenience looking for charcoal base no results thank you responsive helpful,positive
search for the name write the title like to find,positive
hard to borrow download click download book,negative
good for reading culture,positive
cant download bookshelf borrow books even borrow when open download help,positive
I like Ipusnas Sunday book marathon minus reading the title of the novel my cellphone Ipusnas shows the book sequence slide scroll page search story page chapter help thank you,positive
download press write please permission permission appears permission may,positive
good application book content,positive
smooth help,positive
look simple novel series luna first girl looking for stock add novel collection,positive
love the large collection of books,positive
help the book collection just look for the name write it down,positive
download novels open failed,negative
looking for a book looking for must result in an empty book stock,negative
click on book history borrow books list of borrowed books appear Ipusnas stops appearing love protests are easy its hard to complain wait for the opening hours of the app it looks like a sick protest appears good variations Ipusnas stops today opens the kmd app Ipusnas appears stop please good Ipusnas stops and likes the app thank you for a brilliant idea,positive
good borrow failed download application stop,negative
basic search for the title of a friends smartphone install the ipusnas application searching for a friends cellphone,positive
the application supports book retrieval search for books search for books display books many library books,positive
borrow server problem book,negative
Open the book entitled Completion on Mathematics and Natural Sciences pt in the field of quantum physics Force close try a good cellphone,positive
good looking hard bad luck needs to be damaged reinstall,negative
where to read its hard to carry a book,negative
forgot the application login password try using the password send it via email but login help thank you,positive
search using the name write a novel write find a good novel title,positive
try to install try to login the contents are good good,positive
I have registered for Ipusnas online but there is no password Register,negative
look for the book loading error solution,negative
help move mobile ipusnas login fast net,positive
good application login via facebook net email,positive
using the searching application writing names finding it difficult to find borrowing books appears writes Ipusnas stops the application closes,negative
help use the benefits of reading,positive
read books efficiently take books away ipusnas is responsive,positive
great cool application sometimes its difficult to find books effective search features suggestions for search results appear near the title look for the wrong title of the book search for easy star suggestions in front of the flower application,positive
write the cellphone screen set the national library font size help people enjoy reading thank you,positive
wow,positive
I like to use it Im satisfied with my hobby of reading and borrowing books error time out bug is good but I like the application,positive
good apk lots of libraries add novels,positive
force close open the book the level of comfort benefits thank you,positive
help find the complete book coursework literature,positive
easy to find assignment material,positive
cool help,positive
Easy bookmark feature for users the sign you get a good book title when borrowing a notebook the title of the note book is troublesome advice weighs,positive
good good,positive
new steady application the main benefits of book collection suggestions are more successful,positive
love reading,positive
just looking for the base of the name the wrong novel translated the title of coral alexandra adornetto borrowed an error read it thank you,negative
good app helps like reading likes errors the intent of the app likes to stop closing sometimes borrowed books like missing bookshelves half way reread reading likes to click page borders thank you national library app,positive
recommended variations of fiction tips trick reference books,positive
the original book appears the old version of the book format the original book the original book easy to quote scientific writing,positive
fathom the feature of uploading Indonesian notebooks is smart likes to read and write,positive
sorry for borrowing books the maximum borrowing is out or the books will automatically disappear from the bookshelf,negative
read books click borrow packages open write Ipusnas stop good content is good,positive
good application to educate the nations children,positive
the application of the benefits of the old book ebook lift up the adoptive library,positive
good the title of the first novel please try to complete it like,positive
book application looking for collection ready,positive
its good to be confused reading books waiting in line to read,positive
likes to read free books the collection of books is quite complete the application the application stops reading the application book,positive
borrow a week read a relaxing book,positive
good update book collection,positive
pretty good add a collection of books maximum borrow borrowed books,positive
ipunas appears stop borrowing books,negative
good inspiration book good book available easy hooks user friendly login sometimes fails to autologout,positive
nice app,positive
read read read thank you ipusnas top,positive
easy where is the signal packet important,positive
The book is quite complete dont you look for the amore metropop genre reach the loading page write a good meeting,positive
book error application finished borrowing download read,negative
good level help,positive
sorry the application is good before safu the application opens,positive
love the book collection,positive
good application love books read books ask to reregister how to read,positive
application read books download click read write reorder the application the memory is full of good nets just read reorder the application,positive
good what are you looking for,positive
meeting the error of tasaros book the title of spelling rain borrowing books is good thank you overall good,positive
books inspiration,positive
read history fiction novel assassins creed also read thank you developer love you,positive
nice app behavior,positive
honestly say the application is comfortable the level of comfort adds to the open book the cellphone lag says its standard,positive
if the application helps the complete way book the stock is a little,positive
borrow and read the force close book ok,positive
good application easy easy flower front of books complete application system,positive
thank you for the benefits of pmbacax a lot of book references,positive
blurry ugly text,negative
high appreciation of the national library there is a simple advance application the mechanism for borrowing a book is simple good force close error just developing the app it requires a literacy level,positive
love this application much useful,positive
ipusnas knows tofu easy,positive
pretty good application force close book borrow copy example oliver twist Indonesian version coral charles dickens delete cache restart hp internet connection smoothly borrow unknown error no hold item good thank you,positive
the app opens automatically opens itself ok thank you,positive
easy application search find results open the application load books beside practical programs,positive
the application helps the younger generation like reading books so that the sorry generation uses half cellphones while half is useful,positive
download the application sorry to borrow the command book download download download,negative
good book according to the title of the example of antony robbins book money master,positive
good app,positive
easy to find books read santi,positive
disappointed borrow download,negative
young generations creativity,positive
good its not hard to find a book thank you the application is very helpful for students,positive
easy to find references,positive
sorry star,negative
the benefits of the librarys contribution book,positive
creative,positive
its good to change the avatar,positive
saving application waiting in line to borrow books lots of books far found a big problem thank you for this apps using the reading culture application was destroyed,negative
Steady victorious the Indonesian National Library of Indonesia is intelligent,positive
really cool,positive
best app add a good reply book,positive
app mama national library the name of wisdom she told the app she likes to read likes good libraries app,positive
out reading Andrea Hiratas father happy to download applications using muota,positive
good level of Indonesian reading culture,positive
application bugs scroll down search menu add search feature search page discuss search thank you,positive
borrow open book good application,positive
borrow a good server need,positive
borrow a book thank you,positive
borrowing a book application error open the application borrow a novel milea sound dil stock,negative
book according to borrowing error,negative
good cool if you complete the scrolling page search for a good book add a translation category the searching is mixed with the Ipusnas date the error is just trying to reinstall fix it,positive
access write loading problem books categories,negative
happy national library business cool application reading solution where to suggest add books on Islamic law hooks,positive
redownload broke,negative
good application helps develop Indonesian literacy culture trouble open hope its good,positive
ipusnas effort no error,positive
good application help logout login error response application thank you,positive
login is difficult to reinstall,negative
help me yesterdays book borrowing app was difficult,positive
homepage error,negative
good help open force close book name basic social science book charcoal idad suhada review thank you,positive
good application msa login error,positive
the book writes a lot of cellphone screens thank you,positive
good just complained annoying comments reading Ipusnas the status of reading books HP error app adding a little more problems adding a book Republika ideas Ipusnas experts ebook collection please collect several IPERPUs try Ipusnas complete reading error,negative
sorry the application opens loading error loading data read login error,negative
good innovation development of national reading culture good bugs application email register feature front registration login feature,positive
ipusnas error see borrow books open library applications,negative
the problem with the net is that the connection is good thank you,positive
sometimes the signal connection is good sometimes borrowed books are due again open offline offline like the application use per function library new access system interrupts access to information for warning so that when entering the national center application maximum work level add books ehem language literature rarely meet,negative
smooth application login application error notification bad connection office wifi sync,negative
help install good apps like sunday open app open open reload net help,positive
good jon,positive
good application crash fill in password library list book scrolling performance level lag thank you,positive
cool handheld library okk,positive
support Indonesian literacy,positive
search sometimes the results appear sometimes the results show whats wrong road connection,negative
application benefits book rick riordan lightning thief open thank you,positive
good system for borrowing books reading likes to read Indonesia,positive
good application helps students the source is disappointed closes access to books,positive
help,positive
god,positive
application to help find early childhood book references,positive
good app book download error example of the title of fatih book by mustafa armagan good thank you,positive
nice sexali,positive
innovative cool jokowi,positive
good for holding a book,positive
bodybuilding fitness book thank you book,positive
thank you for attending Ipusnas digital post book title city ashes by cassandra clare borrow file download write copy check book borrow thank you,positive
good apk help thank you,positive
this novel likes to read technology novels,positive
good application login facebook bored waiting write wait,positive
application that helps easily find paper reference books during the library thank you application level,positive
book day book borrowing limit benefits app,positive
your good app what is the preview function borrow borrow borrow limit think think borrow thank you,positive
good application clear loan term benefits overall excellent,positive
aaaw love thank you,positive
sorry its good to use comic novels cook toefl books in chemistry biology physics application chemistry moves find apk book flowers all students a lot of knowledge thank you,positive
noble create an application to read books pay for a free science application find a reference for the proposal the intention is to buy the book please help thank you for the successful application of the application developer,positive
stop reading books,negative
benefits thank you smart people smart country,positive
the application helps find a thorough proposal reference,positive
good enough to read,positive
read book stop app,negative
the app helps but its good search according to the search book key,positive
cool because the communitys interest in reading app develops a new waiting app,positive
collection of complete books compared to ijakarta failed to download difficult to apply,negative
cool easy to reach,positive
favorite apps stop opening better help personally read,positive
the application helps students walk the literacy program features help select basic books read ratings percent form read comfortably choose books to read first,positive
good support the application of religious advice types of books,positive
full help add read,positive
book application contents according to the title of camera access permission save worry install profile picture face content worry face fill in profile permit good operation guarantee safe level thank you,positive
like the app add insight into entertainment thank you,positive
thank you good application success rate benefits,positive
kereeeen app wrong solution for Indonesian literacy culture level book failed to borrow bright unknown error book title happy wrote andrew Matthews solution,positive
top ipusnas science resource gadget,positive
useful app buy books with less budget,positive
Help applications are useful easy blessings Indonesian people add insight amen,positive
hard to get into the hobby of reading books,negative
its good to open the application loading the wrong application on the cellphone,negative
force close application download book read a book one of Andrea Hiratas fathers books is good,positive
smart pussy,positive
the application of the free application meeting book is suitable for practical use,positive
cool to add to the collection of indian latin america literature thank you layan,positive
good level search optimization search optimally sometimes search for books week applications thank you responsive entry try good the search feature helps find books application level lots of books,positive
thank you pusnas looking for books in dutch bookstores found pusnas,positive
medicine for missing reading books good libraries for free content,positive
the application looks for flowers reads wrong flowers facilities thanks for the command,negative
good app free content,positive
nice complicated library,positive
nice complete popular collection,positive
reading books buying bothered by the library is quite economical compared to renting comics fun novels bookworm borrowing books check status,positive
nice app pussy,positive
the benefits of not bothering the library,positive
thank you very much,positive
Excuse me for using the book upload application menu suggestion report the wrong content book sorry for the correction thank you for reading,negative
perfection,positive
ready for the book queue up late open the book notification the queue is finished thank you pay attention,positive
bother reading library books,negative
many literary books sapardi widji thukul pram rendra thank you,positive
cool lots of english books,positive
helpful thank you,positive
love to add to the collection,positive
quite like the computer laptop flower application,positive
lnp open the rotate force close application complete with the jump feature look for the page tired of sliding,negative
personal benefits copy save book borrow drive application thank you,positive
thank you ipusnas good loyal friends the application likes to read loading updates anyway wait for the collection of account books chat with maybe instagram,positive
cool application helps friends enjoy reading advice on history book collections added thank you,positive
soooooo fun,positive
I swear its difficult to login to a facebook account,negative
searching scroll books the list of lost books is good,positive
good app read complete book library read feature library save reading list pull read,positive
login facebook email disappointed,negative
good application that helps pc load open,positive
book update thank you ipupnas,positive
login facebook email forgot password dpet link click fill in error month read good td happy just logged in,positive
annoying error how to read fix it update,negative
the benefits of reading budget books buying books looking for thesis references,positive
good help page menu level scroll page thank you,positive
nice app tree,positive
ipusnas favorite app read books sell bookstores read free apps thanks ipusnas go forward,positive
cool up to date books sometimes have problems loading okay,positive
connection error hp application connect the internet,negative
history book profile book borrow save book full history book easy to reborrow book read thank you,positive
application benefits help compose thesis,positive
the benefit of the communitys level of interest in reading the drawback is that it is difficult to open a stable net,positive
medicine app for missing library coming to school,negative
good copy add the book in line thank you,positive
good new application error connection error in the ipusnas application please help both,positive
thank you very useful,positive
help people reach bookstores,positive
application helps book collection add new updates ipusnas open notification,positive
full help application needs to read a book go away error save bookmark borrow book notification open number notification appears thank you,positive
wrong application bug change the category of comic books teen fiction good fiction add light novels light novels love to read light novels thank you,positive
the application helps its difficult to log in just finished,positive
cool help suggestions enter the reader add a fix feature write screen help zoom slide good application,positive
good app appreciation level help read free books stars while waiting good apps level,positive
here are good books download the benefits of reading the constraints of loading the net are normal and bloom,positive
better than the national library class read the book downloaded closed ordered to report finished the package ahead,positive
good book sometimes find,positive
application benefits for those of us who live in areas with minimal references read books many group books according to the book category meet up according to the tera category The process of returning books sometimes fails to borrow books fails to maximize borrowing sells books back,negative
help failed account,negative
bad login good signal lost login,negative
like I need ipusnas to help me set up compatible asus fonepad thank you,positive
good benefits difficult to log in effectively smooth internet connection correction,positive
logging in to the app likes it you dont need an app its easy to login its difficult to login its complicated,positive
log in sorry star,negative
Good design meeting connection failure so that young people like to share the fast nature of young peoples hands pull find information quickly Google wise users are satisfied with the application,positive
lots of childrens books added technical management books childrens applications play a lot of adults need a reference to upgrade skills bring the nation back from its downturn,positive
benefit app,positive
application login logout error,negative
difficult application login application account reload continue to read comfortably,positive
Thank you which book reading application will definitely add to the awareness of the application level constraints thanks to Ipusnas,positive
good pull stone sometimes borrowed book account is lost bookshelf plus continued reading yesterday book mark read page is good lots of references,positive
the active application is very useful for the nations children who are thirsty for knowledge,positive
its good to borrow a book application,positive
love book updates,positive
please stop app,positive
Appreciate the application for insightful level assistance in terms of knowledge it would be good easy connection access thank you,positive
its easy to crash login using a facebook account right,positive
download forward the younger generation of the app read soak account wrong password good server,negative
collection is satisfying add read reregister read jose saramagos novels finished unlucky novels find a reliable search engine feature history redownload jose saramagos account mistyped blindness one of his novels translated into Indonesian the search engine is good the application is good,positive
good borrowed bugs,positive
reading library books inhibits lecture locations library cards good applications difficult to log in time out write thank you,positive
Receive the Ipusnas benefits application help read text book references for lectures suggest natural levels its difficult to log in to Ipusnas,positive
login email facebook loading login ipusnas login login thank you,positive
good app login bored waiting too long,positive
Application registration is more thank you for the smart effort of the nation,positive
the benefits are very good the system is good flowers thank you Ipusnas cool,positive
like the error application look for books according to the category of the net the error the net is good the maximum results are cool applications,positive
good force close loading,positive
sad good application read and borrow account error,negative
apk problem fast good,positive
good application to add insight to read book searches,positive
like ipusnas keep on logging in,positive
Thank you Ipusnas books that help with traveling applications sometimes like errors in front of me,positive
good application borrow novel books the queue is good,positive
very good for progress and very short loan character formation,positive
internet connection reading application just restarted Ipusnas stopped logging in sometimes logged in missing column Ipusnas stopped borrowing books sometimes reports good response uninstall,negative
like app update book know math physics app stable connection proud you,positive
happy to find an application like an error open the details of the internet book the internet is good,positive
nice app bay bay,positive
like the application close the search for books download is annoying,negative
great crack dur,positive
good application sometimes download read download read offline application loading category net smooth victorious added book request ready book adam khoo book title smart child genius thank you good application level,positive
nice front page scroll feature,positive
like thank you help,positive
good application login error failed to login save book,positive
useful applications need a bibliography loading sometimes fails,positive
its nice that Ipusnas provides free books queues sometimes open naturally des,positive
the application of benefits among nets error is difficult to load,negative
good error app benefit star,positive
like the application the suggestion the feature look for the page number the ebook sometimes borrow it out download the direction of the page read scroll read eat scroll efficiently advice weigh success Ipusnas books benefits add info know,positive
like responsive disappointed good,positive
good book failed to log in smoothly failed to login using facebook on loading for a long time,negative
good idea presenting application update application crash flower maybe need good application as good as not use,positive
nice app baby bar collection app performance level thank you,positive
the help,positive
good error bored application delete application download application login,negative
dear nathan,positive
good application helps the system error needs the front of the system to find books,positive
good application force close annoying,positive
good application pay attention logout facebook login email uninstall the app try logging in Suggestions add the google account login feature easy to use the search feature the problem sometimes appears the search feature search publish write thank you,positive
like the application last night looking for borrowed books,positive
its hard to service so how to uninstall install borrow the net how about,negative
good search feature,positive
good app help good bug,positive
I like the application its easy to find books its a means of knowing more about books sometimes reading offline sometimes adding borrowing limits,positive
satisfied application complete collection search for books search for book reviews borrowed books disappear automatically read bookshelves meaning,positive
good application benefits of slow signal connection constraints open the search menu sometimes natural,positive
application difficult to open connection failed to find book waiting,negative
like the ipusnas application easy to read home front library location added a large collection pull feature,positive
search error,negative
bad signal app error,negative
borrow a book please show the table of contents wrong borrowed a book thank you,positive
good application concept benefits meet error connection failed application menu interaction good flower thank you,positive
application must love science books books are available bean books quality books scientific books thank you the National Library of Indonesia provides an application for access to the world of science open book suggestions blank download pages may be perfect for applications,positive
like to like educative,positive
thank you ipusnas science use,positive
search book ethics error appears is it good,positive
good application means of adding to know tap application problem update look for borrowed books change level pages,positive
good application error looking for a good book to borrow comfortable,positive
login using wifi net error good fast,positive
gosh its good complete book borrow easy to find information thank you National Library,positive
the ipusnas application is good for the wider community of indonesia aware of knowledge about ipusnas ahead suggestions for saving space adding borrowing reading books thank you ipusnas,positive
hard download,negative
add cosmos book by carl sagan good book,positive
customize ereader borrowed book font hard to read big lt,negative
great thanks for the help,positive
use error add star,negative
application error dopen close,negative
ipusnas member ipusnas member of online library happy Ipusnas book complete book category empty catalog write a copy of different information popular catalog search for popular category books for collection category thank you,positive
gratitude book wishlist confused list search google understand review book borrow limit never come back more automatic book hope long mode easy book returned borrow patient roll pussy load data for sure quota limit patient target empty book line up mudeng mode enter my password book stock notification off data borrow book quota mash read Sinus book published know Grasindo Gramedia kpg Mizan puspaswara span meet published Gagasmedia is published must borrow definitely quota no problem it seems like that app helps thank you happy reading,positive
I swear its hard to log in to the member list,negative
good application complete collection of quality books looks good tomorrow adds a feature to find written names in notebooks,positive
like the application there are many variations of books both systems sometimes errors borrowed books sometimes lost bookshelves borrowed days,negative
the benefits of being honest reading digital books free content images comfortable with the contents buy hardcopy versions like to read hardcopy good book borrowing applications where complete collections are published ui press ugm press ipb press kompas Gramedia rosda grasindo elex media bhuana popular science qibla hope digital magazines come out kompas gramedia lipi scientific journal journals ui ugm advanced digital form ri library,positive
responsive borrow a book ask to enter email connect facebook wait for it to open read a good book,positive
good searching book,positive
search error appears search results,negative
read the book of the noble woman of the Messenger of Allah click read the book force close application,positive
change offline mode online mode,negative
error error uninstall install wait for change to reinstall annoyed,negative
like apk loading like like rate,positive
love to read,positive
good application student benefits need a reference,positive
likes to help read complete books,positive
its good that the page automatically appears according to the screen orientation of the device reads an example of a good smartphone,positive
Sorry search click search a book appears,negative
like the application help task features find network connection function,positive
hard to read image quality,negative
cell phone looking for book looking sad,negative
read application books examples of coffee philosophy novels read download times good applications,positive
Thank you cool application suggestions add basic search write,positive
like the application add insight suggestions add text speech features help busy thank you,positive
help power level,positive
Thank you for helping with college assignments,positive
likes to read media applications read in line read popular books but overall like much,positive
application for learning complete content up to date teaching collections find reference books thank you Ipusnas create applications for use,positive
like long good,positive
thank you for the application of the benefits of reading kala,positive
good search engine looking for loan history books,positive
thank you literacy,positive
easy benefits easy reading interest in Indonesia level,positive
official command library app thank you benefits,positive
free interest,positive
satisfied satisfied satisfied easy students love reading books online,positive
mantaab cman still good reading mode is difficult to read and write read hp inc mode to read more want to read development of long books reversed length automatically gives a queue for books borrow books reading limit queue,positive
like applications open social media open Ipusnas know hoax news for dull minds,negative
meet reading apps like to read,positive
download download dozens of good levels read online sometimes international journal level application bugs thank you,positive
help reference list,positive
thanks for the help,positive
collection of books sometimes download books are lost on the redownload shelf,negative
good confused page likes to jump,positive
really good borrow a book line up try to login help,positive
the national pus is the benefits of teaching looking for books,positive
