at,userName,score,content
2019-04-27 06:45:15,Elisa Lolok,4,Keren banget...
2019-04-26 12:04:12,YEX TEAM,3,tiba2 akun saya logout sendiri dan gabisa masuk lagi
2019-04-26 10:21:32,hasriansyah daud,5,Terima kasih
2019-04-26 04:38:44,Fitri Ardilla,5,sangat membantu.
2019-04-26 04:26:46,Liza najib halaby,4,mau request buku buku habiburrahman el shirazy dong min 😊
2019-04-26 04:26:16,Niken Olano,4,bukunya lengkap
2019-04-26 03:50:30,Ainur Rofiq,2,"masih banyak bug, tlng perbaikannya"
2019-04-25 21:50:56,Try Fransuka,5,mantul nih
2019-04-25 02:51:24,Dian Febi Chairani,4,bagus sih tapi sering aplikasi tidak merespon
2019-04-25 02:09:30,PUJI YULIARTI,1,"ko ga bisa pinjem buku? pas mau login via email/fb juga ngga bisa ""unknow error"" terus... gimana dong ini. masa mau di uninstal..duh payah."
2019-04-24 15:53:26,Ikram Yakin,5,Good aplication
2019-04-24 09:30:01,Boedy Ajh,1,"bagaimana mau manfaatin apk ini klo log innya susah,pdhl sinyal ku stabil loh."
2019-04-24 09:17:28,Muh. Rizal,5,"sangat membantu sekali, terimakasih"
2019-04-24 08:09:39,karisma nhdy,1,kok sering eror ya padahal bagus.. udah log in malah log out terus... nanti kalo udh di perbaruhi aku tambahin bintang lagi ya
2019-04-24 07:32:57,Santi Yani,2,kenapa sulit bgt buat log in padahal koneksi sangat tinggi
2019-04-24 06:23:52,Ishar Finasfa,5,the best lah...wlw masih sering terhenti di saat asik2 ny mbaca
2019-04-24 04:09:35,Muhammad Sholeh 14,5,perpustakaan Online Ini sangat membantu
2019-04-24 00:47:19,Moch Risal,5,ok
2019-04-23 22:26:36,Raynia,5,membantu sekali
2019-04-23 16:54:13,Furniturest Galery,5,waw
2019-04-23 14:51:55,Ni Komang Sri Adiningsih1320,4,"aplikasi ini sangat membantu bagi saya yang seorang mahasiswa ,tapi terdapat kekurangan dalam aplikasi ini dimana genre buku dan jenisnya masih tercecer ada baiknya bukunya di kelompokkan agar mudah di cari"
2019-04-23 14:09:05,Indah Tinumbia,3,Oke
2019-04-23 12:24:03,Aksal Firmansyah,2,bukunya kurang lengkap.
2019-04-23 09:47:54,ade candra,5,"mendekatkan saya dengan perpustakaan, terimakasih."
2019-04-23 09:11:35,Rina Sinta Nuria,5,wow amazing
2019-04-23 03:01:46,PUTRA GAYO,5,Mantap ... apabila semua pustaka di provinsi dan kabupaten sudah menggunakan i pustaka akan semakin mudah mengakses dan mencari buku yang di perlukan sebagai tamabahan ilmu? selamat kepada i pusnas. semoga lebih maju lagi.
2019-04-23 02:21:32,Siti Nadiyah,4,aplikasi ipunas sangat bagus dan membantu saya tapi ko sekarang saya susah masuk ke ipunas kenapa yah apakah sedang gangguan atau kenapa?
2019-04-23 01:28:47,Bagus Setiawan,5,sudah lama saya tunggu. buku gratis. terimakasih
2019-04-23 00:25:21,Asiro rejeki M. Sinaga,5,edukasi untuk indonesia makin gencar
2019-04-22 17:11:39,cah gunung,1,sangat bagus...
2019-04-22 15:11:41,Apriana Ponti,5,Sangat bermanfaat
2019-04-22 14:39:01,fi zhilalil qisthi,1,"gimana nih? masak tiap kali buka appsnya,minta data melulu? pdhl bru di update"
2019-04-22 08:37:31,Fuad Bachtiar,5,jos
2019-04-22 07:55:28,Teguh Sumaryadi,1,tidak bisa log in !!!! bintang saya tambah bila ada bantuan. terima kasih
2019-04-22 04:57:47,ata channel,5,ok
2019-04-22 04:52:19,Yulina Limbong,5,Sangat membantu
2019-04-21 13:28:14,mutia andini,3,menurut saya kurang lengkap dan tdk update untuk buku refrensi. karena jika buku refrensi diperlengkap memudahkan mahasiswa tingkat akhir untuk mencari refrensi-refrensi..
2019-04-21 05:59:50,Alfian Noor,5,sangat membantu saya dalam mencari referensi
2019-04-21 04:25:42,fatimatul munawwaroh,4,"kok sering log out sendiri ya aplikasinya, log in nya juga agak susah"
2019-04-20 21:14:40,Ucuy Bungsu,1,gk bisa di login taeeeelah
2019-04-20 15:01:58,Pengguna Google,5,sangat membantu dan saran saja lebih perbanyaklah buku Kimia untuk mahasiswa
2019-04-20 14:05:35,Muhammad Afif Abroory,5,Bagus! tapi mungkin perlu update aplikasi iPusnas bisa jadi audiobook jadi biar enak. Saya harap saran saya dapat terlaksanakan :)
2019-04-20 02:47:28,Aura Rizqa,5,berguna banget
2019-04-19 21:43:23,Marina Kurniasari,3,saat memasukkan password unt menjadi member knp kog tidak valid trs ya
2019-04-19 10:33:53,Syamsinah Syamsinah,1,"knpa ya selalu minta pasword pas mau pinjam buku, pas aku masukin pasword nya enggk mau,pasword yg mana sih yg di maksud"
2019-04-19 08:14:07,Duriah Tus Solihah,4,baca ribuan ebook gratis? ya aplikasi IPUSNAS dong
2019-04-19 03:19:18,Ranti Insanannisa,5,sangat membantu
2019-04-19 01:05:18,Fira Ramadhan,4,"Apikasi iPusnas bertambah bagus dari sejak saya meng-uninstall apikasi ini pada tahun pertama saya kuliah. Terimakasih sudah membuat aplikasi ini tambah bagus, saya merasa sangat terbantu dengan koleksi buku keilmuwan dan terhibur dengan buku fiksinya. Tapi menurut saya aplikasi ini masih butuh dirapihkan lagi. Ada baiknya buku digolongkan/dilengkapi fitur pencarian berdasarkan jenis buku supaya pengguna lebih mudah untuk mencari bahan bacaan dengan jenis tertentu secara random. Salam literasi"
2019-04-18 08:34:25,Claudia Leovania,4,Komet minor tere liye belum ada ya?
2019-04-18 06:42:39,Kendy Ganteng,5,kurang banyak yang tahu mungkin
2019-04-18 02:27:18,TSB Lombok,5,keren
2019-04-18 01:26:34,Ayu KAI,5,👍👍👍
2019-04-17 07:24:23,eyick 026,4,aplikasi yg bermanfaat buat anak bangsa
2019-04-17 02:23:20,Romy Arwanda,5,aplikasi sangat membantu
2019-04-17 01:42:46,Olfs 85,4,mencerdaskan....
2019-04-16 05:51:53,Lestari Tari,5,aplikasi ini sangat membantu untuk mencerdaskan bangsa ❤
2019-04-15 16:45:21,Ridwan Bin Ismail Mukhtar,5,"Bismillah, semoga bermanfaat"
2019-04-15 14:31:52,The Dreams,3,"sudah bagus. koleksi bukunya juga cukup lengkap. hanya saja gak tahu kenapa sering ngelag, loading lama. dan waktu itu seingat saya, saya sudah log in terus pas udah agak lama saya harus log in ulang karena aplikasi ini saya hapus. cuma bisa pas lagi pake wi-fi padahal di rumah cukup bagus (webtoon dan wattpad bisa dibuka). satu lagi, perpanjang waktu pinjamnya. untuk saya yang masih belajar 3 hari itu sebentar sekali apalagi jika meminjam buku yang lumayan tebal."
2019-04-15 11:36:29,Dinda Abdi,5,Masyaallah amazing
2019-04-15 10:53:39,Pengguna Google,3,"suka tiba-tiba keluar akun sendiri dan pas login gak bisa. agak gak nyaman karena bisa aja saat itu lagi masih baca buku eh ternyata gak bisa dibuka. harap diperbaiki lagi, terima kasih."
2019-04-15 06:03:47,Ibrahim Hasibuan,5,"Terima kasih, aplikasi ini sangat membantu, salam literasi."
2019-04-15 04:47:04,Bidan Krisna SS STrKeb,4,kalau bisa ada tempat untuk free downlod e-book nya jadi kita pinjam buku sekalian bisa disave dihp.
2019-04-15 03:09:39,Joehana Septa,3,"sdh nyoba dan sgt membantu, tapi tadi pas mau masuk aplikasi suruh login lg..tp gak bisa.. 😣"
2019-04-15 02:48:52,Geofany Junielson,5,demi akal n nurani. good
2019-04-14 13:15:24,Yofi Yochi,5,sangat membantu
2019-04-14 12:08:52,Sri Andini,5,Keren :) Ngebantu banget buat kita para pelajar indonesia yg pengen tau jendela luar kek gimana hehe
2019-04-14 11:30:41,Asri Br Sembiring,4,sangat bermanfaat. terimakasih 😍
2019-04-14 11:06:33,Thomas Junanta,5,"Sangat membantu, hanya saja perlu banyak perbaikan di banyak hal"
2019-04-14 11:06:11,Andre Bella,5,diperbanyak lagi buku bacaannya
2019-04-14 11:01:45,dhisa salsabila,4,"Keren, jadi bisa baca dimana aja"
2019-04-14 01:04:12,Pengguna Google,3,buku yang saya pinjam tidak bisa di buka lagi... padahal data sudah on dan kenapa ketika minjam lagi malah gak bisa dan aplikasi ipusnasnya berhenti seketika
2019-04-13 17:23:34,Sity Maisa,3,"aplikasi nya sangat bagus. tapi pas mai update ke versi baru kok lamban ya dan cenderung nggak loading download nya padahal sinyal bagus , jam malam lagi. tapi terimakasih, program yang sangat membantu."
2019-04-13 10:45:35,Mondan Tarigan,5,terima kasih sangat banyak
2019-04-12 08:45:10,Egi Saputra,5,suci
2019-04-12 04:32:41,Saputra !,5,good
2019-04-12 03:10:53,Dicki Diki,5,ok
2019-04-11 15:54:14,Safira Rizki OktaViani,5,bagus
2019-04-11 15:25:32,Ilmu Politik18,3,"kurang bnyk yaa yg ada disini, aku bnyk cari buku2 yg populer tp kok disini gk ada? pdhl buat referensi di kls"
2019-04-11 14:02:13,lailatul kurnia,3,3 dulu deh. log in nya lama bnget.
2019-04-11 12:10:36,Ragil Nugroho,5,sangat membantu kami dalam mencari referensi
2019-04-11 04:19:08,Heri Tosa,1,"aplikasi yg sangat membantu, tapi tolong, harus diperbaiki lagi, log in yg sangat menyulitkan, log in via email respon ga jelas log in via facebook loading nya lama banget dan ga jelas juga sedangkan kalo mau baca harus log in dulu, lantas, bagaimana aplikasi ini bisa bermanfaat ? yg ada hanya di uninstal saja"
2019-04-11 01:02:40,Fitri Setyawati,5,Sangat membantu dalam mencerdaskan kehidupan bangsa. Memudahkan kami dalam mencari referensi.
2019-04-10 21:56:11,Rian Nur Wahyudi,5,"Aplikasi yang bagus, saya bisa menemukan e-book yang saya inginkan disini, semoga banyak yang minat membaca disini dan semoga kedepannya bisa lebih bagus lagi"
2019-04-10 18:13:29,Abdurrahman Dimas,5,"tampilannya mudah, walaupun masih harus terdapat penyempurnaan di ""sana sini"", kehadiran aplikasi ini sangat membantu. akan lebih baik lagi apabila diperbanyak lagi koleksi buku buku nya. Sehingga, pengguna mendapatkan kepuasan yang lebih besar. terima kasih, salam sukses!"
2019-04-10 15:20:55,Pengguna Google,5,Tidak bisa download buku. Sering crash
2019-04-10 09:44:37,Brahmantio30,5,siip
2019-04-10 07:36:16,Zaenul Muhaemin,5,mengapa belum ada buku-buku karya Pramoedya ananta toer?
2019-04-10 06:03:07,Putri Alyani,4,semoga bukunya diperbanyak lagi
2019-04-09 14:24:59,Indah Ayu Lestari,5,👍
2019-04-09 11:39:12,identifikasi tanaman,5,"Mantab,koleksi bukunya tambah lengkap."
2019-04-09 08:35:11,Annisa Nur Islami,4,"alhamdulullah sangat terbantu dengan ipusnas untuk semangat membaca buku. tapi hari ini tiba2 aplikasinya error nda bisa dipakai. Padahal td pagi masih bisa, siangnya tiba2 nda bisa dipakai, setiap coba selalu error. sy cb uninstall dan skrg mau cb install ulang smoga bisa"
2019-04-09 06:44:05,miftah surur,5,bagus
2019-04-09 02:56:46,Rosyida Rachmah,1,"ingin menanyakan: saya mencoba untuk pinjam satu buku di aplikasi ini, sdh sampai tahap pinjam tapi belum sampai di tahap download. tetapi tiba-tiba aplikasi ini ter-uninstall. apakah buku yg saya pinjam tadi otomatis tidak jadi saya pinjam? atau saya harus instal ulang aplikasi nya? terimakasih."
2019-04-09 00:35:22,Ganjar Setiawan,5,sangat oke
2019-04-08 21:51:08,Muhammad Ikhsan,5,juara..baca dimanapun kapan pun.. koleksi bukunyaa mantul👍
2019-04-08 11:33:47,Dana Anaswati,5,trimakasih Indonesia
2019-04-08 05:46:14,danendra abigail,2,kok aplikasinya tidak bisa di buka?
2019-04-08 04:33:51,Imdadur Rahman,5,Mantap ipunas... Samgat membantu sekali.
2019-04-08 03:27:04,Chairil Ranggi,1,"payah, tidak lengkap"
2019-04-08 01:43:39,Ismudatin Naida,5,"Indonesia perlu generasi yang suka baca, dan ini inovasi yang sangat bagus. Karna anak muda zaman sekarang lebih suka main hp,dengana danya aplikasi ini semoga bisa menambah minat baca pemuda Indonesia. MANTAP 👍👍"
2019-04-07 18:31:21,Amin Poj,5,"Aplikasi yang sangat bagus, memberikan pengalaman meminjam buku hanya dengan beberapa langkah mudah, bahkan hanya sekali tap, sesekali merasa bernostalgia masa-masa kuliah yang dengan penuh semangat ke Perpustakaan Nasional dan bingung untuk memilih buku apa yang akan dipinjam, dan menunggu buku diantarkan.. sungguh aplikasi yang sangat bermanfaat walaupun hanya bisa meminjam 3 buku itupun kadang belum selesai sudah dikembalikan, terima kasih"
2019-04-07 15:15:20,Moch Nur Irfan,5,mantabss .. semoga bermanfaat
2019-04-07 14:32:12,Iman wahyudi,5,"recomend untuk mengisi waktu luang, literasi digital."
2019-04-07 13:36:13,ikumax group,5,Ok suka
2019-04-07 12:47:05,Marlina Dm,5,👍👍👍
2019-04-07 12:13:17,Muhamad Agustiawan pangestu,4,yaaaaa. untuk kedepannya koleksi buku untuk perguruan tinggi dan umum tolong di perbanyak yaaaaa. soalnya aplikasi iniii rekomended banget. apalagi perpustakan nasional. yg besar di indonesia. jadi koleksinya tolong di perbanyak lagii yaaaaaa
2019-04-07 10:45:10,Meela Emilia,5,aplikasi ini sangat membantu saya
2019-04-07 05:52:56,Uun Ghuniyah,4,kenapa gakbisa log in sih??? susah bangt log in'nya... pdahal lg butuh bangt tolong admin solusinya
2019-04-07 04:19:22,Desy Selviany,5,perbanyak lagi bukunya ya
2019-04-07 00:23:34,03 Arya Raditya Kusuma,5,"Diedit: Bagus! cukup lengkap! untuk sekarang, sudah berkurang lagnya. terima kasih tim ipusnas! saya bisa membaca buku secara gratis sekarang."
2019-04-07 00:17:28,Pengguna Google,4,aq ganti dari 2 jadi 4 karena ada peningkatan... satu bintang lagi krn msh ada minus2 nyaa. sip
2019-04-07 00:11:07,ani mulyani,1,"sumpah ini tuh tdinya apk yg brguna bgt bgi sya smpai2 sya rekomended bgt buat tmn2 sya tpi knp skrng apk y jdi gni bnyak eror y susah login y lagi.udh coba apus apk ini trus instal lgi tpi ttp hasilnya sma,cma buang2 kuota dri tdi apus instal apus instal apk y:( :( :("
2019-04-06 22:14:00,Dian M. Nurhadiana,3,Tolong ditambahkan opsi mode malam atau latar belakang hitam. Agar tidak merusak mata para pemustaka. Terimakasih🙏
2019-04-06 17:33:40,Ernawati Alan Saputri,5,i like it
2019-04-06 13:18:28,Santi Yani,5,serius suka banget sama iPusnas buku-bukunya lengkap semua kategori ada 😍😍😍😍
2019-04-06 08:45:27,deka harmadya,5,bagus
2019-04-06 07:08:09,Selly Anggraini Putri,4,saya suka aplikasi ini . tapi sangat disayangkan aplikasi ini sudah masuk akun sering keuar sendiri dan harus masukkan lagi .susah buat baca . padahal sebelumnyasangat mudah . tp sekarang susah banget . padahal lagi gentingnya butuh buku yang sudah dipakai .
2019-04-05 20:32:02,faizah Salsabila,1,"kenapa saya selalu tidak bisa sekadar daftar, apa aplikasi ini berbayar, padahal saya susah keaekian kalinya didowloand ulang tapi maaih tidak bisa daftar masuk"
2019-04-05 13:39:49,Lia Khozinatul Mufida,5,Bagus
2019-04-05 11:30:20,Indah Wulan Sary,4,kurang lengkap referensinya
2019-04-05 07:51:37,Nesty As Syahidah,5,keren
2019-04-05 04:44:25,Salman Alfarizi,5,baguuuuus
2019-04-04 13:56:02,anika sari,5,aplikasi ini sangat membantu saya
2019-04-04 13:35:14,Arif Ammarrafi,1,ada apa dengan aplikasi ini? kenapa selalu eror dan tidak mau digunakan? emang apa masalah dari aplikasi ini? sekian.
2019-04-04 07:20:49,AZAM A,5,aplikasi sangat membantu
2019-04-04 01:47:49,Milda 014,1,Kenapa tidak bisa log in?
2019-04-03 14:21:43,Ibeth Rtwo,3,baru cobaaa
2019-04-03 08:45:21,Apasih Kepo lu,4,"Bukunya sudah lumayan lengkap dan mudah untuk dipakai juga punya fitur yang lengkap. Satu hal yang menurut saya perlu diperbaiki adalah fitur ""telusuri"". Saat saya ingin mencari buku dengan suatu judul (contohnya : xyz), yang keluar sebagai hasil malah buku berjudul lain yang sangat berbeda jauh (contohnya : abc) dan sering kali saya harus mencoba menggunakan berbagai keyword yang berbeda-beda untuk menemukan buku yang saya cari. Terimakasih."
2019-04-03 08:01:59,Muhammad Akbar S,5,semoga dapat bermanfaat untuk org banyak
2019-04-03 07:00:17,dona dwi saputri,1,"apliaksi sering eror, setiap mau bukak pasti di suruh login lgi. lelet juga. pdahal membantu sekali tp keseringan eror jdi sering ngebanting hp saking kesalnya"
2019-04-03 03:04:49,Awahab Chanel,1,aplikasi suka error jadi malas bukanya
2019-04-03 02:35:36,Andri Yana,5,aplikasi yg membantu dan bermanfaat. hanya perlu pengembangan lanjutan yang lebih baik lagi. jangan berpuas diri
2019-04-03 01:03:42,sony harman,5,"sangat membantu di erah ""DiLan"""
2019-04-02 22:28:29,Irma Triumami,4,"terimakasih ipusnas, semoga turut memakmurkan masyarakat indonesia untuk sadar membaca dan tidak gagap berfikir."
2019-04-02 22:14:21,Tuwy Yuniati Putri Ikhtiary,2,"tolong diperbaiki, padahal sudah berkali kali login tetapi disana tertulis blm login,"
2019-04-02 12:19:50,intan islamiah,5,baguuuuuuuuuuuus
2019-04-02 11:29:08,st lili,5,Cara mudah perbanyak literasi
2019-04-02 11:09:53,Imma Idin,4,bagus. tapi kalo udah di uninstal trus di instal ulang kadang eror
2019-04-02 09:46:42,Muflihatul Mukarrama,2,app sering heng
2019-04-02 07:58:54,I. W. Agung Dharma kesuma,1,tiba2 log out login ulang gak bisa
2019-04-02 03:26:28,iszmie Ma-RuR,4,"sangat membantu, akan tetapi mohon ditambahkan fitur untuk scroll halaman agar lebih cepat."
2019-04-01 23:42:00,Kusuma Dewi,5,"bermanfaat banget, makasih banyak ipusnas:)"
2019-04-01 14:30:33,SMK Muhammadiyah 1 Halteng,3,"Aplikasi ini sangat-sangat bagus, bagi kami yang hobinya membaca. cuman, setelah kurang lebih 2 minggu, untuk login dengan akun yang sama sudah tidak bisa lagi. jadi kita harus ganti akun baru boleh. saya sudah menggunakan 4 akun untuk login. sekarang untuk membaca lagi sudah tidak bisa. tolong diperbaiki secepatnya dong....."
2019-04-01 14:27:04,Ayu Lutfiana Zahro,5,aplikasi yang sangat bermanfaat sekali..
2019-04-01 09:45:05,Muhammad Zulfikar Ridho,5,simpel dan sangat membantu
2019-04-01 07:06:49,Nurul Alhusna,1,"Setiap mau log in gagal"" mulu😥"
2019-04-01 05:01:08,Riska Yunita,5,membantu
2019-04-01 03:35:05,Samman Muhammad,4,lumayan
2019-04-01 01:33:42,Silvy Ernawati,2,saya susah banget buat log innya
2019-03-31 14:34:42,Pengguna Google,5,baik skali
2019-03-31 12:07:31,Melina Qodriyah,4,aplikasi sangat bagus karena dapat memberi akses kepada siapapun untuk menambah literasi. Aplikasi ini akan lebih bagus lagi apabila masa peminjaman buku bisa diperpanjang dan koleksi buku ditambah. Penambahan fitur sejenis 'wishlist' seperti di google play pasti juga akan sangat membantu pembaca. Terima kasih atas dedikasinya dalam menciptakan aplikasi ini. Semoga saran para pembaca bisa menjadi dorongan pengembangan aplikasi ipusnas.
2019-03-31 09:21:34,Maysjida,5,"aplikasi yang sangat bermanfaat, pilihan buku nya juga banyak dan bagus-bagus, iPusnas favorit! tapi sayang sering banget error, entah karena jaringan kurang baik atau ada kendala dari sistemnya, jadi agak sedikit terganggu kalau lagi mau baca. semoga iPusnas menjadi lebih bagus lagi. salam literasi"
2019-03-31 07:07:58,weni,2,Tiba2 eror gk bisa buka aplikasinya padahal lagi butuh banget
2019-03-31 06:56:19,Pengguna Google,1,"padahal kemarin bisa masuk tiba"" eror gk jelas gtu dah"
2019-03-31 02:18:43,hhalim halim,5,Oke
2019-03-30 22:09:58,Dicke Zuhriah,5,mantul
2019-03-30 15:06:55,Dimitry Amelya,3,"setelah update, aksesnya jadi agak susah.. sering login terus. mohon diperbaiki 🙏"
2019-03-30 13:36:19,Pengguna Google,1,tlg diperbaiki agar mudah login diaplikasi.
2019-03-30 12:59:45,Eko Budi Santoso,1,Kenapa saya susah buat pinjam dan download ? padahal.jaringan saya sudah bagus buat buka apl lain pun
2019-03-30 10:37:43,Aji Nurhamzah,3,"Mohon, segera diperbaiki sistemnya. Dirasa, aplikasi ipusnas ini mengalami kendala sudah lama, namun lamban dalam penanganannya. Semoga cepat selesai permasalahannya, dan kami bisa menggunakannya kembali seperti biasa."
2019-03-30 07:04:54,Pengguna Google,5,Keren.
2019-03-30 06:26:19,Ika Rayani,4,"lumayan lah, tapi buku-buku nya kurang lengkap.. dilengkapi lagi dong koleksi buku-buku nya"
2019-03-30 05:48:14,Ikbalayi,3,Sudah sangat bagus. Tapi tolong diperbaiki beberapa error terkait jaringan ! Nanti saya tambahi bintangnya.
2019-03-30 04:28:51,Raindropsx00,5,"Sudah bagus, tapi tolong di lengkapi lagi koleksinya"
2019-03-30 04:07:06,Rolly Mandaris,5,Sangat membantu
2019-03-30 01:57:10,putri puspita,5,teman yang cocok mengisi waktu luang
2019-03-30 01:14:15,Nara Ahirullah,3,sering keluar sendiri
2019-03-30 00:38:45,Ridho Ahmad Ariansyah,5,"Sngat bermanfaat , jadi lebih mudah utk menambah ilmu dan wawasan"
2019-03-29 22:53:07,Tofik Mubarok,5,"keren, sangat membantu"
2019-03-29 20:54:33,Pengguna Google,5,sadar akan ingin membaca dan belajar bahwa dunia penuh dengan misteri.. bisa membantu mengetahui dengan membaca. terimakasih
2019-03-29 14:00:58,Syaiful Yazan,4,"Terimakasih, senang ada iPusnas.. seperti membawa perpustakaan ke tangan saya"
2019-03-29 11:59:58,Ngishom Udin,5,"bagus, tetapi lebih bagus jika tidak ada durasi meminjam. supaya tidak sering mendownload"
2019-03-29 08:24:56,Pengguna Google,5,aplikasi terkeren di era digital agar semua suka membaca menbantu sekali
2019-03-29 06:59:04,Henro Pangaribuan,5,sangat berguna
2019-03-29 05:46:04,Gustay Hz,5,"Terima Kasih, Sangat Membantu, Aplikasinya Masih Belum Sempurna dan masih banyak yang error seperti saat pencarian hanya blank, Semangat Untuk Perpusnas, Semoga Bisa Lebih Baik lagi"
2019-03-29 05:41:09,Yesi Hartati,5,bagus
2019-03-29 05:34:35,Pengguna Google,2,"Kok Sering Lag dan error ya min @perpusnas padahal aplikasinya keren.... Kekurangan : sering Lag dan error Fitur Search Kurang Optimal kadang Kurang sesuai dengan yang diketikan.. Kelebihan : bermanfaat, mempercepat akses informasi, dll Tolong segera perbaiki min. Terima kasih"
2019-03-29 02:57:47,Pengguna Google,5,Aplikasi yang sangat membantu.. Terimakasih
2019-03-29 00:43:40,M. Alamil Huda,5,sangat membantu
2019-03-28 23:06:22,Christian Wibisana Kurniawan,5,"Mempermudah masyarakat dalam menemukan berbagai buku yang berkualitas. Saran, supaya koleksi deposit dan repositori manuskrip disertakan."
2019-03-28 14:56:18,setia aji,4,"aplikasi yang sangat menarik dan membantu, cuma sering banget error, mohon segera penyempurnaannya supaya lancar dan nyaman saat menggunakannya."
2019-03-28 13:58:19,Pengguna Google,5,memuaskan hoby membacaku.
2019-03-28 13:55:43,Pengguna Google,3,terimakasih perpustakaan digital ipusnas. sangat membantu..meskipun beberapa rekan2 berada didesa pedalaman mereka tetap bisa membaca melalui aplikasi ini dan jaringan yg sdh mulai memadai. meskipun masih byk kendala dlapangan. saya ijin share aplikasi ini ke rekan2 yg lain. slm pustaka wassalam
2019-03-28 12:55:05,Naufal Biu,5,"Bagus bagus,aku suka membaca,saya disuruh Ibu Guru mendownload ini,sangat berguna,saya kasih 5 Bintang"
2019-03-28 12:18:50,yusup gumelar,5,bagus
2019-03-28 12:00:37,Muhamad Ramdani,5,membantu sekali. hanya sayang sering error keluar sendiri
2019-03-28 11:53:52,Pengguna Google,1,terlalu sulit untk masuk.. pdahal aplikasix bagus
2019-03-28 08:02:41,Damianus Baulema,5,luar biasa
2019-03-28 06:26:49,Pengguna Google,5,sangat membantu 😄😄
2019-03-27 17:21:13,Rima Nur,1,aplikasi yang sangat berguna untuk generasi yang katanya milenial. Tapi tolong perbaiki ketika registrasi masuk sangat susah sekali.
2019-03-27 13:38:55,Pengguna Google,5,"bisa pinjam dan baca buku kapanpun dan dimanapun, keren, berharap ke depannya bisa search buku bukan hanya dari judulnya tapi juga pengaranganya"
2019-03-27 06:22:55,Pengguna Google,5,Membantu saya dlm mencari buku apapun
2019-03-27 05:37:56,Nova Imroatun,5,Sangar
2019-03-27 05:24:49,Zulfan Tuahta,5,goooood.....
2019-03-27 02:53:23,Abdul Hamid,5,baca gratis 😁
2019-03-27 02:34:57,febriyana mds,5,good recomnd
2019-03-27 01:27:41,Pengguna Google,5,kerennn meski kadang down servernya
2019-03-27 00:07:49,Pengguna Google,1,buku tidak lengkap
2019-03-26 22:51:16,Charles Timothy,5,"Persentase buku bacaannya lambat dan kadang tidak sesuai, padahal buku yang dibaca sudah selesai tapi pada persentasenya masih di 20%. Mungkin kedepannya ini bisa lebih diperbaiki lagi. Saya tetap apresiasi dan memberikan 5 bintang."
2019-03-26 17:33:49,andi syahputra,1,gk bisa login aplikasinya susah amatsi kalau yg gratisan ini
2019-03-26 16:28:17,Pengguna Google,1,"Sering bermasalah, login eror mulu, ga bisa lihat riwayat peminjaman, lambat..."
2019-03-26 16:10:16,Dedi Septian,1,G bisa pinjem buku kesalahan unknown terus tulisannya
2019-03-26 15:02:36,agung andri,1,semenjak update masuk aplikasi nya terlalu lama.. berjalan loading nya pun lama padahal internet lancar jaya
2019-03-26 14:42:56,Vioni Mima Shavera Sinulingga,2,kok mesti diupdate terus sih?
2019-03-26 14:10:30,Pengguna Google,5,mantaap
2019-03-26 13:07:40,green matcha,2,aplikasinya sering error dan banyak buku yang tidak tersedia / tidak lengkap
2019-03-26 11:42:35,Pengguna Google,3,"Aplikasi bagus tapi sering error dan log out sendiri, ketika ingin masuk ulang tidak bisa. Mohon diperbaiki"
2019-03-26 09:11:34,Pengguna Google,5,mantap.. tapi masih sering chrash tiba2
2019-03-26 04:08:11,syifa mufidati,5,membantu sekali untuk skripsi saya
2019-03-26 02:05:41,Pengguna Google,5,sangat baik
2019-03-26 01:27:46,Pengguna Google,3,apakah ipusnas merupakan aplikasi yang berbayar dengan uang
2019-03-25 22:08:37,Pengguna Google,4,kenapa perpusnas saya eror dan mau keluar sendiri gan mohon di perbaiki ...
2019-03-25 13:09:34,iing solihin,5,Jadi bintang lima
2019-03-25 13:05:23,Nidar Ghadziyah,5,baik
2019-03-25 12:46:44,Ridwan Subroto,5,sip
2019-03-25 12:00:08,Khisma Arum Firdaus,5,"iPusnas membantu saya mendapatkan e-book buku2 yg tidak tersedia lagi di pasaran, namun saya merasa masih belum maksimal: 1. Apakah tidak bisa waktu peminjaman diperlama hingga 2 minggu atau setidaknya 1 minggu? 2. fitur histori peminjaman saya kira sangat membantu, apalagi waktu peminjaman hanya 3 hari. Jadi pembaca tidak perlu harus mencari buku dari awal lagi."
2019-03-25 10:11:11,brillyant khoirinnisa,3,baru tau kalau perpusnas ada online nya. worth it banget. Tingkatkan fitur2nya dan dibikin lebih menarik utk segala usia
2019-03-25 08:56:06,Pengguna Google,5,sangaat bagus sekali..sekarang membaca jd lebih mudah..semoga semakin banyak yg hobi membaca
2019-03-25 08:24:30,Pengguna Google,5,sangat membantu sekali
2019-03-25 07:44:53,Asep Rohim,5,Buku-Bukunya Sangat Super Istimewa dan Spesial sekali. Bacalah Buku Rahasia Magnet Rezeki 😀😀😀.
2019-03-25 07:23:02,Pengguna Google,2,"alhamdulilah, bagus aplikasinya. sangat membantu. tapi kok agak susah ya registrasi nya. ngulang-ngulang terus. pas mau baca buku juga, susah. kenapa kalo lagi dipake aplikasinya suka berhenti sendiri? Dan saya berharap tolong buku sekolah nya bisa ditambah lagi. terimakasih."
2019-03-25 05:08:25,Blora Literasi,4,suport kerjaan nih
2019-03-25 05:05:24,Khairha Zaara,5,ditunggu buku game of thrones seri selanjutnya
